state	yr	qtr	index_nsa	index_sa	note
MO	1999	2	139.97	138.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1999	3	142.76	141.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	1999	4	142.91	142.64	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2000	1	145.33	144.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2000	2	148.21	147.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2000	3	150.17	148.91	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2000	4	151.27	150.91	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2001	1	152.81	152.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2001	2	156.46	155.20	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2001	3	158.14	156.82	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2001	4	159.34	158.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2002	1	160.52	160.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2002	2	163.41	162.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2002	3	165.38	163.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2002	4	167.12	166.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2003	1	168.51	168.53	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2003	2	171.79	170.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2003	3	174.00	172.40	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2003	4	175.02	174.48	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2004	1	176.89	177.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MO	2004	2	181.50	179.99	
MO	2004	3	183.04	181.07	
MO	2004	4	185.19	184.72	
MO	2005	1	186.78	187.19	
MO	2005	2	191.22	189.61	
MO	2005	3	194.78	192.25	
MO	2005	4	195.41	195.06	
MO	2006	1	197.34	198.25	
MO	2006	2	199.47	197.61	
MO	2006	3	201.49	198.46	
MO	2006	4	199.82	199.49	
MO	2007	1	199.47	201.07	
MO	2007	2	201.70	199.46	
MO	2007	3	200.58	197.27	
MO	2007	4	192.96	192.59	
MO	2008	1	187.38	189.55	
MO	2008	2	189.87	187.44	
MO	2008	3	189.20	185.80	
MO	2008	4	178.64	178.28	
MO	2009	1	176.10	178.70	
MO	2009	2	180.94	178.30	
MO	2009	3	180.76	177.22	
MO	2009	4	179.77	179.45	
MO	2010	1	172.53	175.43	
MO	2010	2	177.64	174.87	
MO	2010	3	170.42	166.83	
MO	2010	4	165.78	165.66	
MO	2011	1	161.33	164.18	
MO	2011	2	164.40	161.73	
MO	2011	3	167.97	164.33	
MO	2011	4	162.01	162.13	
MO	2012	1	159.99	162.68	
MO	2012	2	166.54	163.84	
MO	2012	3	168.25	164.43	
MO	2012	4	164.89	165.24	
MO	2013	1	163.87	166.32	
MO	2013	2	172.12	169.34	
MO	2013	3	176.00	172.05	
MO	2013	4	170.68	171.20	
MO	2014	1	171.30	173.53	
MO	2014	2	178.44	175.61	
MO	2014	3	181.62	177.67	
MO	2014	4	181.53	182.11	
MO	2015	1	183.48	185.58	
MO	2015	2	188.16	185.17	
MO	2015	3	190.30	186.46	
MO	2015	4	188.73	189.28	
MO	2016	1	189.88	191.82	
MO	2016	2	197.06	193.99	
MS	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1991	2	98.61	98.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1991	3	97.81	98.29	
MS	1991	4	99.94	100.48	
MS	1992	1	101.74	101.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1992	2	101.13	101.49	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1992	3	101.64	102.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1992	4	101.66	102.19	
MS	1993	1	102.79	102.95	
MS	1993	2	104.39	104.73	
MS	1993	3	105.35	105.74	
MS	1993	4	106.68	107.22	
MS	1994	1	108.09	108.41	
MS	1994	2	109.77	110.08	
MS	1994	3	111.09	111.42	
MS	1994	4	111.49	112.02	
MS	1995	1	114.18	114.67	
MS	1995	2	114.81	115.08	
MS	1995	3	115.92	116.19	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1995	4	116.34	116.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1996	1	117.47	118.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1996	2	119.43	119.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1996	3	121.48	121.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1996	4	122.68	123.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1997	1	123.22	124.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1997	2	124.61	124.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1997	3	125.25	125.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1997	4	125.90	126.48	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1998	1	127.16	128.07	
MS	1998	2	128.96	129.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1998	3	130.44	130.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1998	4	132.24	132.88	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1999	1	133.45	134.50	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1999	2	136.41	136.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1999	3	137.45	137.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	1999	4	137.79	138.46	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2000	1	138.46	139.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2000	2	141.03	140.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2000	3	141.77	141.89	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2000	4	141.66	142.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2001	1	142.08	143.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2001	2	144.71	144.60	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2001	3	145.45	145.60	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2001	4	145.32	145.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2002	1	145.41	146.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2002	2	146.43	146.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2002	3	148.79	149.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2002	4	149.35	149.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2003	1	148.94	150.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2003	2	151.74	151.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2003	3	152.12	152.42	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2003	4	153.13	153.68	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2004	1	154.26	155.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2004	2	157.24	157.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2004	3	158.02	158.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2004	4	159.30	159.80	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2005	1	162.31	163.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2005	2	164.47	164.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2005	3	168.62	169.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2005	4	174.72	175.26	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2006	1	177.58	179.33	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2006	2	182.78	182.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2006	3	185.61	185.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2006	4	187.36	187.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2007	1	189.27	191.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2007	2	192.20	191.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2007	3	189.46	189.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2007	4	189.72	190.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2008	1	185.85	188.33	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2008	2	187.80	187.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2008	3	183.41	183.25	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2008	4	178.03	178.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2009	1	172.64	175.17	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2009	2	175.41	174.75	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2009	3	174.09	173.60	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2009	4	170.88	171.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2010	1	166.68	169.17	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2010	2	166.51	165.85	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2010	3	166.95	166.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2010	4	162.74	164.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2011	1	159.63	161.90	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2011	2	161.89	161.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2011	3	161.49	160.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2011	4	159.56	161.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2012	1	160.23	162.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2012	2	162.38	161.64	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2012	3	163.75	163.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2012	4	160.70	162.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2013	1	162.11	163.90	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2013	2	166.67	165.82	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2013	3	168.15	167.61	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2013	4	163.89	165.84	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2014	1	167.29	168.91	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2014	2	171.30	170.30	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2014	3	171.97	171.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2014	4	171.53	173.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2015	1	173.89	175.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2015	2	177.98	176.88	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2015	3	177.25	177.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2015	4	178.09	180.10	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2016	1	179.78	181.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MS	2016	2	183.01	181.83	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1991	2	101.21	101.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1991	3	106.22	105.37	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1991	4	111.72	110.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1992	1	110.45	110.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1992	2	112.40	112.17	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1992	3	117.18	116.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1992	4	120.48	119.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1993	1	123.11	123.17	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1993	2	127.58	127.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1993	3	131.12	130.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1993	4	134.69	133.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1994	1	138.14	138.20	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1994	2	142.77	142.14	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1994	3	145.02	143.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1994	4	147.57	146.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1995	1	148.85	148.85	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1995	2	151.44	150.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1995	3	154.81	153.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1995	4	154.74	154.36	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1996	1	155.70	155.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1996	2	159.31	158.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1996	3	161.46	160.03	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1996	4	161.35	161.13	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1997	1	163.34	163.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1997	2	164.05	162.83	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1997	3	164.32	162.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1997	4	163.08	162.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1998	1	165.45	165.37	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1998	2	166.25	164.91	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1998	3	166.91	165.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1998	4	168.23	168.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1999	1	169.41	169.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1999	2	173.87	172.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1999	3	175.93	174.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	1999	4	175.57	175.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2000	1	176.48	176.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2000	2	179.98	178.30	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2000	3	182.12	180.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2000	4	180.49	180.14	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2001	1	186.43	186.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2001	2	188.60	186.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2001	3	190.26	188.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2001	4	192.52	192.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2002	1	194.12	194.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2002	2	199.86	197.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2002	3	202.65	200.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2002	4	205.72	205.42	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2003	1	206.84	207.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2003	2	216.06	213.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2003	3	221.16	218.91	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2003	4	222.25	221.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2004	1	225.68	226.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2004	2	235.78	233.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2004	3	241.58	239.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2004	4	244.82	244.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2005	1	250.96	252.20	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2005	2	262.86	259.88	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2005	3	268.90	266.06	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2005	4	274.57	274.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2006	1	281.37	282.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2006	2	290.87	287.64	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2006	3	298.22	295.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2006	4	300.14	299.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2007	1	302.41	303.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2007	2	314.60	311.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2007	3	316.57	313.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2007	4	318.04	317.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2008	1	315.09	316.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2008	2	316.61	313.20	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2008	3	315.73	312.77	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2008	4	307.00	306.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2009	1	306.19	307.38	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2009	2	307.52	304.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2009	3	307.87	304.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2009	4	307.58	307.13	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2010	1	302.77	303.64	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2010	2	304.60	301.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2010	3	298.03	295.25	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2010	4	292.25	291.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2011	1	287.46	287.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2011	2	294.53	292.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2011	3	293.34	290.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2011	4	289.91	289.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2012	1	295.59	295.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2012	2	300.63	298.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2012	3	308.76	305.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2012	4	311.35	310.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2013	1	317.01	317.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2013	2	318.84	317.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2013	3	323.86	320.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2013	4	328.27	326.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2014	1	322.69	323.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2014	2	333.06	331.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2014	3	338.85	335.37	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2014	4	342.52	340.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2015	1	340.24	341.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2015	2	345.01	343.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2015	3	352.32	348.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2015	4	354.43	351.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2016	1	354.49	356.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
MT	2016	2	364.90	363.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
NC	1991	1	100.00	100.00	
NC	1991	2	100.56	100.39	
NC	1991	3	100.56	100.30	
NC	1991	4	101.52	101.04	
NC	1992	1	102.43	102.46	
NC	1992	2	102.92	102.73	
NC	1992	3	103.76	103.46	
NC	1992	4	105.09	104.58	
NC	1993	1	104.24	104.34	
NC	1993	2	105.99	105.77	
NC	1993	3	106.75	106.35	
NC	1993	4	107.92	107.42	
NC	1994	1	109.36	109.55	
NC	1994	2	110.66	110.38	
NC	1994	3	113.20	112.69	
NC	1994	4	114.14	113.66	
NC	1995	1	114.28	114.53	
NC	1995	2	116.11	115.79	
NC	1995	3	116.84	116.23	
NC	1995	4	118.09	117.69	
NC	1996	1	117.80	118.08	
NC	1996	2	120.78	120.38	
NC	1996	3	122.39	121.74	
NC	1996	4	122.30	121.95	
NC	1997	1	123.32	123.59	
NC	1997	2	124.84	124.40	
NC	1997	3	126.86	126.17	
NC	1997	4	128.80	128.51	
NC	1998	1	130.23	130.46	
NC	1998	2	132.08	131.61	
NC	1998	3	133.51	132.79	
NC	1998	4	134.29	134.05	
NC	1999	1	135.20	135.35	
NC	1999	2	137.96	137.49	
NC	1999	3	139.33	138.56	
NC	1999	4	141.16	140.96	
NC	2000	1	141.06	141.16	
NC	2000	2	143.81	143.33	
NC	2000	3	145.51	144.74	
NC	2000	4	145.73	145.52	
NC	2001	1	147.25	147.37	
NC	2001	2	148.67	148.17	
NC	2001	3	150.04	149.25	
NC	2001	4	150.14	149.95	
NC	2002	1	150.97	151.07	
NC	2002	2	152.50	151.99	
NC	2002	3	154.20	153.41	
NC	2002	4	154.85	154.63	
NC	2003	1	155.48	155.58	
NC	2003	2	156.86	156.33	
NC	2003	3	158.20	157.42	
NC	2003	4	159.38	159.13	
NC	2004	1	160.28	160.40	
NC	2004	2	163.50	162.96	
NC	2004	3	165.30	164.44	
NC	2004	4	166.47	166.20	
NC	2005	1	169.25	169.49	
NC	2005	2	172.70	172.06	
NC	2005	3	175.87	174.85	
NC	2005	4	179.11	178.93	
NC	2006	1	181.35	181.72	
NC	2006	2	184.56	183.78	
NC	2006	3	187.86	186.59	
NC	2006	4	189.86	189.75	
NC	2007	1	191.00	191.65	
NC	2007	2	192.51	191.48	
NC	2007	3	193.52	192.05	
NC	2007	4	189.98	189.93	
NC	2008	1	187.86	188.74	
NC	2008	2	189.53	188.36	
NC	2008	3	186.36	184.81	
NC	2008	4	181.01	180.98	
NC	2009	1	178.78	179.92	
NC	2009	2	179.88	178.53	
NC	2009	3	179.10	177.55	
NC	2009	4	176.76	176.69	
NC	2010	1	172.79	174.12	
NC	2010	2	174.22	172.78	
NC	2010	3	170.29	168.81	
NC	2010	4	167.96	167.81	
NC	2011	1	163.88	165.36	
NC	2011	2	164.24	162.75	
NC	2011	3	164.61	163.19	
NC	2011	4	162.11	161.86	
NC	2012	1	160.59	162.18	
NC	2012	2	164.58	163.01	
NC	2012	3	164.64	163.22	
NC	2012	4	165.45	165.11	
NC	2013	1	165.61	167.34	
NC	2013	2	171.99	170.20	
NC	2013	3	173.32	171.83	
NC	2013	4	173.19	172.86	
NC	2014	1	171.37	173.17	
NC	2014	2	176.27	174.34	
NC	2014	3	178.71	177.23	
NC	2014	4	179.86	179.52	
NC	2015	1	179.24	181.06	
NC	2015	2	186.57	184.42	
NC	2015	3	187.31	185.79	
NC	2015	4	189.23	188.89	
NC	2016	1	190.19	192.05	
NC	2016	2	196.69	194.39	
ND	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1991	2	104.99	102.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1991	3	103.01	101.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1991	4	104.96	102.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1992	1	104.37	104.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1992	2	107.10	104.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1992	3	106.83	105.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1992	4	109.18	106.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1993	1	106.95	106.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1993	2	113.00	110.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1993	3	115.61	113.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1993	4	117.89	115.38	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1994	1	118.87	118.52	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1994	2	120.40	118.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1994	3	123.71	121.14	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1994	4	125.44	122.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1995	1	123.25	122.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1995	2	128.17	126.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1995	3	130.22	127.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1995	4	130.88	128.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1996	1	132.70	132.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
ND	1996	2	133.77	131.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
