state	yr	qtr	index_nsa	index_sa	Warning
ND	2003	3	164.67	163.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2003	4	165.56	164.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2004	1	166.51	167.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2004	2	172.67	171.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2004	3	176.60	174.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2004	4	178.43	177.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2005	1	181.18	181.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2005	2	185.50	184.27	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2005	3	190.08	187.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2005	4	192.64	192.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2006	1	191.00	191.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2006	2	200.38	198.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2006	3	202.80	200.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2006	4	201.99	201.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2007	1	203.92	204.72	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2007	2	208.87	207.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2007	3	211.63	209.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2007	4	208.38	208.30	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2008	1	210.34	211.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2008	2	213.76	211.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2008	3	215.18	213.30	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2008	4	213.57	213.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2009	1	211.43	212.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2009	2	219.20	217.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2009	3	217.18	215.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2009	4	217.52	216.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2010	1	221.38	221.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2010	2	220.51	218.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2010	3	219.62	218.40	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2010	4	226.18	224.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2011	1	225.31	225.65	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2011	2	229.02	227.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2011	3	231.61	230.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2011	4	235.81	234.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2012	1	237.81	238.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2012	2	245.89	245.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2012	3	252.78	251.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2012	4	256.96	255.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2013	1	259.49	259.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2013	2	263.57	263.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2013	3	272.50	270.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2013	4	271.02	269.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2014	1	278.33	278.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2014	2	282.88	283.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2014	3	292.97	289.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2014	4	295.47	293.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2015	1	296.38	296.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2015	2	299.27	299.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2015	3	306.20	302.63	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2015	4	307.44	305.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2016	1	309.42	309.12	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2016	2	310.13	310.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
NE	1991	1	100.00	100.00	
NE	1991	2	101.88	101.33	
NE	1991	3	102.19	101.59	
NE	1991	4	102.50	102.21	
NE	1992	1	106.24	106.26	
NE	1992	2	107.55	106.97	
NE	1992	3	109.47	108.78	
NE	1992	4	110.92	110.62	
NE	1993	1	112.39	112.45	
NE	1993	2	114.88	114.26	
NE	1993	3	117.23	116.41	
NE	1993	4	120.45	120.17	
NE	1994	1	120.30	120.42	
NE	1994	2	121.70	120.98	
NE	1994	3	124.28	123.38	
NE	1994	4	124.35	124.11	
NE	1995	1	125.62	125.77	
NE	1995	2	128.96	128.16	
NE	1995	3	130.29	129.31	
NE	1995	4	130.81	130.63	
NE	1996	1	131.89	132.06	
NE	1996	2	135.05	134.14	
NE	1996	3	136.94	135.92	
NE	1996	4	137.21	137.09	
NE	1997	1	138.86	139.00	
NE	1997	2	142.13	141.15	
NE	1997	3	143.00	141.93	
NE	1997	4	144.31	144.26	
NE	1998	1	147.30	147.41	
NE	1998	2	148.12	147.09	
NE	1998	3	149.07	147.94	
NE	1998	4	153.92	153.91	
NE	1999	1	154.13	154.19	
NE	1999	2	156.34	155.32	
NE	1999	3	157.82	156.53	
NE	1999	4	157.12	157.16	
NE	2000	1	158.48	158.54	
NE	2000	2	161.24	160.25	
NE	2000	3	162.84	161.37	
NE	2000	4	162.55	162.66	
NE	2001	1	162.68	162.76	
NE	2001	2	166.12	165.17	
NE	2001	3	167.76	166.08	
NE	2001	4	166.62	166.80	
NE	2002	1	168.61	168.77	
NE	2002	2	171.03	170.07	
NE	2002	3	173.69	171.78	
NE	2002	4	173.58	173.80	
NE	2003	1	175.68	176.01	
NE	2003	2	178.17	177.13	
NE	2003	3	180.76	178.62	
NE	2003	4	180.25	180.50	
NE	2004	1	182.11	182.70	
NE	2004	2	184.11	182.87	
NE	2004	3	189.64	187.28	
NE	2004	4	188.62	188.89	
NE	2005	1	189.59	190.55	
NE	2005	2	191.36	189.80	
NE	2005	3	195.01	192.50	
NE	2005	4	193.98	194.26	
NE	2006	1	193.73	195.11	
NE	2006	2	199.07	197.09	
NE	2006	3	200.55	197.98	
NE	2006	4	197.46	197.69	
NE	2007	1	197.35	199.17	
NE	2007	2	202.41	200.03	
NE	2007	3	201.16	198.60	
NE	2007	4	197.03	197.26	
NE	2008	1	193.09	195.09	
NE	2008	2	195.60	193.07	
NE	2008	3	193.93	191.50	
NE	2008	4	191.12	191.38	
NE	2009	1	188.82	190.82	
NE	2009	2	195.54	192.91	
NE	2009	3	196.60	194.25	
NE	2009	4	194.84	195.11	
NE	2010	1	189.22	191.05	
NE	2010	2	196.35	193.77	
NE	2010	3	194.00	191.85	
NE	2010	4	187.78	187.94	
NE	2011	1	187.48	189.11	
NE	2011	2	191.10	188.77	
NE	2011	3	192.52	190.51	
NE	2011	4	190.62	190.62	
NE	2012	1	191.91	193.44	
NE	2012	2	197.48	195.30	
NE	2012	3	197.76	195.75	
NE	2012	4	199.88	199.63	
NE	2013	1	201.76	203.47	
NE	2013	2	205.47	203.32	
NE	2013	3	207.10	204.98	
NE	2013	4	209.13	208.58	
NE	2014	1	207.81	209.87	
NE	2014	2	212.31	210.12	
NE	2014	3	216.91	214.59	
NE	2014	4	217.58	216.74	
NE	2015	1	216.56	219.12	
NE	2015	2	225.49	223.10	
NE	2015	3	228.13	225.52	
NE	2015	4	227.77	226.77	
NE	2016	1	225.07	228.08	
NE	2016	2	234.83	232.26	
NH	1991	1	100.00	100.00	
NH	1991	2	98.28	98.60	
NH	1991	3	97.17	97.24	
NH	1991	4	95.49	95.52	
NH	1992	1	95.83	95.88	
NH	1992	2	94.14	94.45	
NH	1992	3	93.23	93.24	
NH	1992	4	93.62	93.66	
NH	1993	1	91.73	91.87	
NH	1993	2	92.27	92.55	
NH	1993	3	92.76	92.66	
NH	1993	4	92.89	92.94	
NH	1994	1	94.28	94.63	
NH	1994	2	93.21	93.39	
NH	1994	3	93.77	93.51	
NH	1994	4	94.08	94.22	
NH	1995	1	92.30	92.80	
NH	1995	2	94.88	94.96	
NH	1995	3	96.18	95.76	
NH	1995	4	95.50	95.72	
NH	1996	1	95.63	96.38	
NH	1996	2	96.86	96.75	
NH	1996	3	99.67	99.12	
NH	1996	4	97.89	98.25	
NH	1997	1	98.95	99.86	
NH	1997	2	102.00	101.73	
NH	1997	3	103.16	102.54	
NH	1997	4	104.25	104.66	
NH	1998	1	105.42	106.56	
NH	1998	2	109.16	108.71	
NH	1998	3	112.25	111.58	
NH	1998	4	113.27	113.72	
NH	1999	1	115.02	116.34	
NH	1999	2	121.11	120.57	
NH	1999	3	123.20	122.44	
NH	1999	4	125.49	125.92	
NH	2000	1	129.34	130.94	
NH	2000	2	135.66	135.04	
NH	2000	3	140.31	139.44	
NH	2000	4	146.21	146.65	
NH	2001	1	148.24	150.10	
NH	2001	2	155.74	155.07	
NH	2001	3	161.60	160.64	
NH	2001	4	163.69	164.11	
NH	2002	1	165.77	167.80	
NH	2002	2	174.50	173.77	
NH	2002	3	182.44	181.47	
NH	2002	4	184.80	185.25	
NH	2003	1	187.69	189.89	
NH	2003	2	195.32	194.46	
NH	2003	3	199.33	198.39	
NH	2003	4	204.02	204.66	
NH	2004	1	207.54	209.77	
NH	2004	2	214.76	213.63	
NH	2004	3	218.00	217.17	
NH	2004	4	223.21	224.21	
NH	2005	1	226.71	228.86	
NH	2005	2	233.34	231.82	
NH	2005	3	237.28	236.62	
NH	2005	4	236.59	238.00	
NH	2006	1	234.93	236.87	
NH	2006	2	238.27	236.51	
NH	2006	3	234.85	234.40	
NH	2006	4	228.91	230.31	
NH	2007	1	230.83	232.76	
NH	2007	2	233.56	231.76	
NH	2007	3	228.63	228.16	
NH	2007	4	221.74	222.92	
NH	2008	1	217.57	219.73	
NH	2008	2	216.45	214.81	
NH	2008	3	210.25	209.71	
NH	2008	4	203.29	203.89	
NH	2009	1	206.69	209.41	
NH	2009	2	206.45	204.94	
NH	2009	3	199.97	199.15	
NH	2009	4	201.59	201.81	
NH	2010	1	193.29	196.50	
NH	2010	2	197.49	196.04	
NH	2010	3	200.24	199.10	
NH	2010	4	195.15	195.15	
NH	2011	1	185.25	188.83	
NH	2011	2	190.17	188.76	
NH	2011	3	190.99	189.43	
NH	2011	4	191.00	191.28	
NH	2012	1	182.99	186.63	
NH	2012	2	190.28	188.85	
NH	2012	3	190.26	188.32	
NH	2012	4	188.92	189.71	
NH	2013	1	189.41	192.99	
NH	2013	2	198.82	197.31	
NH	2013	3	200.11	197.78	
NH	2013	4	196.61	198.07	
NH	2014	1	199.14	202.46	
NH	2014	2	204.53	202.99	
NH	2014	3	207.10	204.60	
NH	2014	4	204.02	205.97	
NH	2015	1	207.91	210.96	
NH	2015	2	211.71	210.23	
NH	2015	3	217.95	215.26	
NH	2015	4	214.74	217.00	
NH	2016	1	215.94	218.85	
NH	2016	2	224.48	223.06	
NJ	1991	1	100.00	100.00	
NJ	1991	2	98.98	99.30	
NJ	1991	3	99.09	99.05	
NJ	1991	4	99.58	99.65	
NJ	1992	1	101.14	101.23	
NJ	1992	2	100.17	100.48	
NJ	1992	3	100.77	100.62	
NJ	1992	4	101.26	101.38	
NJ	1993	1	100.31	100.55	
NJ	1993	2	101.05	101.31	
NJ	1993	3	101.65	101.30	
NJ	1993	4	101.76	102.00	
NJ	1994	1	102.06	102.44	
NJ	1994	2	102.00	102.21	
NJ	1994	3	102.85	102.26	
NJ	1994	4	101.23	101.62	
NJ	1995	1	101.18	101.73	
NJ	1995	2	101.43	101.48	
NJ	1995	3	102.82	102.13	
NJ	1995	4	101.42	101.90	
NJ	1996	1	101.34	102.04	
NJ	1996	2	102.90	102.76	
NJ	1996	3	103.24	102.55	
NJ	1996	4	102.30	102.83	
NJ	1997	1	102.20	103.01	
NJ	1997	2	104.02	103.75	
NJ	1997	3	104.74	104.05	
NJ	1997	4	105.08	105.65	
NJ	1998	1	106.15	107.02	
NJ	1998	2	108.54	108.23	
NJ	1998	3	110.32	109.55	
NJ	1998	4	110.00	110.63	
NJ	1999	1	111.77	112.69	
NJ	1999	2	115.35	115.11	
NJ	1999	3	118.85	117.93	
NJ	1999	4	119.50	120.14	
NJ	2000	1	122.19	123.27	
NJ	2000	2	126.55	126.34	
NJ	2000	3	130.29	129.25	
NJ	2000	4	132.91	133.47	
NJ	2001	1	135.97	137.33	
NJ	2001	2	140.54	140.33	
NJ	2001	3	146.66	145.46	
NJ	2001	4	149.22	149.68	
NJ	2002	1	152.54	154.24	
NJ	2002	2	160.71	160.41	
NJ	2002	3	168.18	166.85	
NJ	2002	4	172.71	173.16	
NJ	2003	1	175.13	177.14	
NJ	2003	2	183.99	183.57	
NJ	2003	3	190.51	189.07	
NJ	2003	4	195.00	195.56	
NJ	2004	1	200.20	202.46	
NJ	2004	2	210.23	209.57	
NJ	2004	3	218.27	216.81	
NJ	2004	4	224.02	224.80	
NJ	2005	1	229.83	232.18	
NJ	2005	2	240.66	239.80	
NJ	2005	3	249.89	248.45	
NJ	2005	4	252.88	253.94	
NJ	2006	1	255.15	257.43	
NJ	2006	2	260.60	259.55	
NJ	2006	3	259.25	258.06	
NJ	2006	4	256.00	257.16	
NJ	2007	1	256.06	257.97	
NJ	2007	2	258.15	257.27	
NJ	2007	3	254.64	253.60	
NJ	2007	4	251.07	252.17	
NJ	2008	1	245.18	246.77	
NJ	2008	2	241.41	240.84	
NJ	2008	3	237.02	236.03	
NJ	2008	4	230.82	231.63	
NJ	2009	1	228.95	230.52	
NJ	2009	2	225.63	225.40	
NJ	2009	3	224.33	223.08	
NJ	2009	4	220.82	221.37	
NJ	2010	1	220.34	222.38	
NJ	2010	2	220.56	220.30	
NJ	2010	3	219.15	217.61	
NJ	2010	4	216.25	216.52	
NJ	2011	1	208.95	211.74	
NJ	2011	2	208.23	207.66	
NJ	2011	3	209.14	207.25	
NJ	2011	4	204.37	204.66	
NJ	2012	1	199.87	203.35	
NJ	2012	2	205.63	204.43	
NJ	2012	3	206.10	204.13	
NJ	2012	4	204.44	204.84	
NJ	2013	1	202.50	206.46	
NJ	2013	2	211.00	209.37	
NJ	2013	3	212.58	210.48	
NJ	2013	4	210.07	210.64	
NJ	2014	1	207.80	211.91	
NJ	2014	2	217.15	215.33	
NJ	2014	3	216.56	214.52	
NJ	2014	4	216.25	216.81	
NJ	2015	1	214.56	218.66	
NJ	2015	2	218.27	216.69	
NJ	2015	3	222.52	220.34	
NJ	2015	4	220.70	221.20	
NJ	2016	1	217.85	221.97	
NJ	2016	2	225.51	224.03	
NM	1991	1	100.00	100.00	
NM	1991	2	101.69	101.09	
NM	1991	3	101.23	101.05	
NM	1991	4	103.63	103.73	
NM	1992	1	106.33	106.38	
NM	1992	2	107.26	106.63	
NM	1992	3	108.55	108.28	
NM	1992	4	110.40	110.51	
NM	1993	1	111.79	111.95	
NM	1993	2	116.28	115.59	
NM	1993	3	118.64	118.21	
NM	1993	4	120.38	120.54	
NM	1994	1	125.20	125.56	
NM	1994	2	128.01	127.14	
NM	1994	3	131.30	130.70	
NM	1994	4	133.32	133.58	
NM	1995	1	133.48	133.97	
NM	1995	2	136.63	135.61	
NM	1995	3	138.07	137.40	
NM	1995	4	136.78	137.07	
NM	1996	1	137.17	137.72	
NM	1996	2	139.96	138.87	
NM	1996	3	139.20	138.56	
NM	1996	4	138.05	138.33	
NM	1997	1	138.85	139.35	
NM	1997	2	141.21	140.17	
NM	1997	3	139.58	139.00	
NM	1997	4	139.11	139.32	
NM	1998	1	139.27	139.69	
NM	1998	2	141.57	140.63	
NM	1998	3	142.61	142.03	
NM	1998	4	143.36	143.52	
NM	1999	1	143.95	144.33	
NM	1999	2	144.46	143.62	
NM	1999	3	145.26	144.65	
NM	1999	4	145.95	146.05	
NM	2000	1	145.11	145.48	
NM	2000	2	146.17	145.42	
NM	2000	3	146.82	146.13	
NM	2000	4	145.52	145.58	
NM	2001	1	148.67	149.13	
NM	2001	2	150.49	149.73	
NM	2001	3	151.73	150.93	
NM	2001	4	150.97	151.07	
NM	2002	1	152.73	153.25	
NM	2002	2	157.16	156.35	
NM	2002	3	158.98	158.07	
NM	2002	4	161.14	161.28	
NM	2003	1	162.27	162.87	
NM	2003	2	166.05	165.16	
NM	2003	3	169.33	168.36	
NM	2003	4	171.58	171.75	
NM	2004	1	174.21	174.83	
NM	2004	2	179.65	178.71	
NM	2004	3	183.77	182.73	
NM	2004	4	186.35	186.53	
NM	2005	1	192.61	193.20	
NM	2005	2	200.41	199.46	
NM	2005	3	208.46	207.31	
NM	2005	4	214.90	215.06	
NM	2006	1	220.84	221.42	
NM	2006	2	229.54	228.54	
NM	2006	3	235.27	234.08	
NM	2006	4	238.64	238.71	
NM	2007	1	241.09	241.59	
NM	2007	2	244.27	243.36	
NM	2007	3	243.83	242.73	
NM	2007	4	240.62	240.45	
NM	2008	1	240.84	241.32	
NM	2008	2	238.11	237.44	
NM	2008	3	235.89	234.76	
NM	2008	4	231.59	231.31	
NM	2009	1	223.59	224.07	
NM	2009	2	225.66	225.19	
NM	2009	3	222.82	221.49	
NM	2009	4	222.84	222.63	
NM	2010	1	220.43	221.11	
NM	2010	2	215.19	214.70	
NM	2010	3	213.13	211.54	
NM	2010	4	209.38	209.41	
NM	2011	1	204.87	205.75	
NM	2011	2	201.93	201.26	
NM	2011	3	204.93	203.10	
NM	2011	4	200.85	201.12	
NM	2012	1	200.13	201.38	
NM	2012	2	205.14	204.11	
NM	2012	3	206.07	203.86	
NM	2012	4	202.80	203.44	
NM	2013	1	205.18	206.87	
NM	2013	2	209.30	207.79	
NM	2013	3	210.62	208.12	
NM	2013	4	208.65	209.59	
NM	2014	1	208.25	210.34	
NM	2014	2	213.13	211.15	
NM	2014	3	213.52	210.87	
NM	2014	4	214.38	215.54	
NM	2015	1	210.99	213.35	
NM	2015	2	219.04	216.70	
NM	2015	3	223.70	220.95	
NM	2015	4	217.19	218.39	
NM	2016	1	217.49	220.02	
NM	2016	2	225.52	223.03	
NV	1991	1	100.00	100.00	
NV	1991	2	100.98	99.90	
NV	1991	3	100.84	100.00	
NV	1991	4	102.21	101.45	
NV	1992	1	102.97	102.99	
NV	1992	2	102.29	101.19	
NV	1992	3	104.29	103.37	
NV	1992	4	104.73	103.99	
NV	1993	1	104.10	104.13	
NV	1993	2	106.21	105.07	
NV	1993	3	106.34	105.31	
NV	1993	4	106.89	106.23	
NV	1994	1	107.66	107.70	
NV	1994	2	109.54	108.37	
NV	1994	3	110.64	109.48	
NV	1994	4	110.62	110.02	
NV	1995	1	110.68	110.70	
NV	1995	2	113.70	112.53	
NV	1995	3	114.40	113.11	
NV	1995	4	114.04	113.48	
NV	1996	1	114.26	114.24	
NV	1996	2	115.79	114.66	
NV	1996	3	116.32	114.98	
NV	1996	4	116.07	115.50	
NV	1997	1	116.53	116.46	
NV	1997	2	117.76	116.66	
NV	1997	3	119.19	117.85	
NV	1997	4	118.30	117.68	
NV	1998	1	116.66	116.53	
NV	1998	2	119.27	118.20	
NV	1998	3	120.04	118.76	
NV	1998	4	120.62	119.95	
NV	1999	1	120.99	120.77	
NV	1999	2	121.82	120.76	
NV	1999	3	123.62	122.38	
NV	1999	4	124.31	123.60	
NV	2000	1	124.55	124.24	
NV	2000	2	127.10	126.04	
NV	2000	3	127.30	126.03	
NV	2000	4	128.87	128.13	
NV	2001	1	131.48	131.18	
NV	2001	2	134.75	133.62	
NV	2001	3	137.00	135.57	
NV	2001	4	138.96	138.22	
NV	2002	1	141.08	140.80	
NV	2002	2	143.84	142.62	
NV	2002	3	148.09	146.40	
NV	2002	4	150.80	150.09	
NV	2003	1	154.25	154.01	
NV	2003	2	159.23	157.86	
NV	2003	3	167.03	164.95	
NV	2003	4	176.16	175.51	
NV	2004	1	187.73	187.47	
NV	2004	2	207.67	205.80	
NV	2004	3	223.76	220.87	
NV	2004	4	231.55	230.87	
NV	2005	1	241.83	241.50	
NV	2005	2	257.97	255.52	
NV	2005	3	262.99	259.53	
NV	2005	4	271.27	270.73	
NV	2006	1	275.78	275.35	
NV	2006	2	274.89	272.04	
NV	2006	3	273.33	269.93	
NV	2006	4	267.84	267.33	
NV	2007	1	265.23	264.81	
NV	2007	2	263.37	260.53	
NV	2007	3	252.89	249.82	
NV	2007	4	236.22	235.66	
NV	2008	1	219.11	218.98	
NV	2008	2	200.30	198.08	
NV	2008	3	185.52	183.15	
NV	2008	4	160.65	160.15	
NV	2009	1	151.29	151.52	
NV	2009	2	144.60	143.02	
NV	2009	3	137.45	135.36	
NV	2009	4	134.73	134.32	
NV	2010	1	132.12	132.68	
NV	2010	2	132.90	131.44	
NV	2010	3	130.76	128.39	
NV	2010	4	125.53	125.22	
NV	2011	1	118.83	119.57	
NV	2011	2	116.06	114.87	
NV	2011	3	115.93	113.45	
NV	2011	4	111.75	111.63	
NV	2012	1	112.46	113.25	
NV	2012	2	120.46	119.35	
NV	2012	3	128.49	125.41	
NV	2012	4	130.72	130.76	
NV	2013	1	137.52	138.41	
NV	2013	2	148.81	147.61	
NV	2013	3	159.17	155.14	
NV	2013	4	161.09	161.33	
NV	2014	1	164.82	165.68	
NV	2014	2	168.90	167.69	
NV	2014	3	176.49	172.04	
NV	2014	4	176.12	176.42	
NV	2015	1	182.64	183.34	
NV	2015	2	188.90	187.68	
NV	2015	3	197.61	192.75	
NV	2015	4	197.64	197.94	
NV	2016	1	200.91	201.45	
NV	2016	2	206.97	205.79	
NY	1991	1	100.00	100.00	
NY	1991	2	99.47	98.91	
NY	1991	3	100.07	99.03	
NY	1991	4	100.37	99.85	
NY	1992	1	100.99	101.05	
NY	1992	2	100.61	100.02	
NY	1992	3	101.46	100.35	
NY	1992	4	102.44	101.93	
NY	1993	1	99.73	99.91	
NY	1993	2	101.69	101.01	
NY	1993	3	101.48	100.28	
NY	1993	4	100.67	100.22	
NY	1994	1	99.33	99.67	
NY	1994	2	100.37	99.57	
NY	1994	3	100.43	99.13	
NY	1994	4	98.82	98.43	
NY	1995	1	98.07	98.57	
NY	1995	2	99.55	98.66	
NY	1995	3	100.25	98.86	
NY	1995	4	98.47	98.13	
NY	1996	1	99.08	99.71	
NY	1996	2	99.81	98.86	
NY	1996	3	100.53	99.07	
NY	1996	4	99.39	99.06	
NY	1997	1	98.83	99.49	
NY	1997	2	101.38	100.46	
NY	1997	3	102.12	100.62	
NY	1997	4	101.64	101.25	
NY	1998	1	101.50	102.18	
NY	1998	2	104.97	104.08	
NY	1998	3	107.56	106.00	
NY	1998	4	108.29	107.78	
NY	1999	1	108.75	109.42	
NY	1999	2	112.81	111.98	
NY	1999	3	116.16	114.53	
NY	1999	4	117.68	117.03	
NY	2000	1	119.21	119.83	
NY	2000	2	122.86	122.10	
NY	2000	3	127.03	125.31	
NY	2000	4	129.45	128.66	
NY	2001	1	130.91	131.42	
NY	2001	2	135.37	134.69	
NY	2001	3	140.00	138.22	
NY	2001	4	142.89	141.93	
NY	2002	1	145.64	146.05	
NY	2002	2	151.09	150.44	
NY	2002	3	157.03	155.16	
NY	2002	4	159.82	158.70	
NY	2003	1	164.85	165.20	
NY	2003	2	168.19	167.44	
NY	2003	3	174.57	172.62	
NY	2003	4	179.41	178.14	
NY	2004	1	182.75	183.12	
NY	2004	2	188.69	187.72	
NY	2004	3	193.41	191.35	
NY	2004	4	198.75	197.42	
NY	2005	1	201.13	201.57	
NY	2005	2	205.14	203.87	
NY	2005	3	213.01	210.76	
NY	2005	4	214.38	213.09	
NY	2006	1	215.22	215.73	
NY	2006	2	218.72	217.23	
NY	2006	3	218.23	215.83	
NY	2006	4	217.81	216.73	
NY	2007	1	216.30	216.83	
NY	2007	2	220.39	218.74	
NY	2007	3	220.46	217.92	
NY	2007	4	218.30	217.43	
NY	2008	1	215.69	216.22	
NY	2008	2	216.08	214.41	
NY	2008	3	216.02	213.40	
NY	2008	4	209.80	209.15	
NY	2009	1	208.07	208.57	
NY	2009	2	207.54	205.88	
NY	2009	3	208.47	205.85	
NY	2009	4	206.89	206.41	
NY	2010	1	205.25	205.68	
NY	2010	2	207.07	205.41	
NY	2010	3	206.46	203.79	
NY	2010	4	205.61	205.21	
NY	2011	1	199.83	200.27	
NY	2011	2	202.22	200.53	
NY	2011	3	202.37	199.80	
NY	2011	4	198.53	198.10	
NY	2012	1	198.48	199.01	
NY	2012	2	201.53	199.78	
NY	2012	3	202.44	199.92	
NY	2012	4	200.46	199.91	
NY	2013	1	201.60	202.28	
NY	2013	2	204.86	203.02	
NY	2013	3	207.34	204.78	
NY	2013	4	207.39	206.72	
NY	2014	1	205.68	206.48	
NY	2014	2	209.84	207.97	
NY	2014	3	211.13	208.53	
NY	2014	4	211.79	210.95	
NY	2015	1	211.29	212.27	
NY	2015	2	215.52	213.57	
NY	2015	3	219.08	216.40	
NY	2015	4	217.35	216.35	
NY	2016	1	216.58	217.70	
NY	2016	2	221.56	219.55	
OH	1991	1	100.00	100.00	
OH	1991	2	101.51	100.58	
OH	1991	3	101.95	101.14	
OH	1991	4	102.86	102.25	
OH	1992	1	104.25	104.28	
OH	1992	2	105.83	104.85	
OH	1992	3	106.98	106.12	
OH	1992	4	107.93	107.29	
OH	1993	1	108.08	108.14	
OH	1993	2	110.55	109.51	
OH	1993	3	112.04	111.11	
OH	1993	4	113.17	112.56	
OH	1994	1	113.73	113.78	
OH	1994	2	116.46	115.33	
OH	1994	3	117.32	116.33	
OH	1994	4	118.08	117.53	
OH	1995	1	119.13	119.13	
OH	1995	2	120.87	119.70	
OH	1995	3	122.36	121.28	
OH	1995	4	123.16	122.70	
OH	1996	1	124.36	124.28	
OH	1996	2	126.90	125.66	
OH	1996	3	127.68	126.54	
OH	1996	4	127.93	127.53	
OH	1997	1	128.45	128.30	
OH	1997	2	130.42	129.17	
OH	1997	3	131.51	130.29	
OH	1997	4	131.42	131.08	
OH	1998	1	132.85	132.68	
OH	1998	2	134.93	133.61	
OH	1998	3	136.14	134.86	
OH	1998	4	137.05	136.72	
OH	1999	1	138.73	138.60	
OH	1999	2	141.38	139.97	
OH	1999	3	143.02	141.64	
OH	1999	4	143.24	142.90	
OH	2000	1	144.29	144.25	
OH	2000	2	147.32	145.74	
OH	2000	3	148.51	147.10	
OH	2000	4	148.73	148.33	
OH	2001	1	149.59	149.68	
OH	2001	2	152.84	151.11	
OH	2001	3	153.59	152.15	
OH	2001	4	153.94	153.47	
OH	2002	1	155.19	155.43	
OH	2002	2	157.73	155.87	
OH	2002	3	159.18	157.64	
OH	2002	4	159.90	159.39	
OH	2003	1	160.28	160.67	
OH	2003	2	164.13	162.14	
OH	2003	3	165.20	163.48	
OH	2003	4	165.56	165.10	
OH	2004	1	165.95	166.50	
OH	2004	2	169.73	167.58	
OH	2004	3	170.91	168.94	
OH	2004	4	170.49	170.17	
OH	2005	1	170.90	171.66	
OH	2005	2	175.34	172.96	
OH	2005	3	175.53	173.29	
OH	2005	4	174.99	174.81	
OH	2006	1	174.44	175.51	
OH	2006	2	177.93	175.33	
OH	2006	3	177.11	174.56	
OH	2006	4	174.28	174.26	
OH	2007	1	172.95	174.39	
OH	2007	2	176.07	173.27	
